GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:0002711,CD1D DENND1B ARID5A PVR CD1B RAET1L TRAF6 MR1 ZBTB1 IL23A RAET1E FBXO38 NLRP3 XCL1 TRAF2 HLA-C TAP2 ZP3 IL18 B2M SLC22A13 TBX21 CD1C HSPD1 IL4 IL12RB1 IL1R1 MICB MAP3K7 MALT1 PRKCZ TNFSF4 CYRIB NECTIN2 CD81 HLA-E HLA-DRB3 HLA-DRB1 HLA-DRA P2RX7 STX7 FADD IL1B MICA CD1A ULBP2 CD55 HLA-A HLA-B FZD5 IL6 PTPRC IL12B FOXP3 HLA-G HFE ULBP1 SASH3 GATA3 IL23R SLAMF1 ULBP3 RAET1G IL18R1 CD1E HLA-F RSAD2 IL12A,68,positive regulation of T cell mediated immunity,ZP3 CD55 PTPRC FOXP3 GATA3 PVR ULBP2 IL18R1 SLC22A13 FADD TAP2 ARID5A HSPD1 CD1C NECTIN2 FBXO38 TNFSF4 HLA-C NLRP3 IL12A RAET1L SASH3 CD1D B2M TBX21 P2RX7 CD1B IL23A CD1E SLAMF1 IL6 RSAD2 ULBP1 HFE MPHOSPH9 MMP12 DAGLA TRIM40 NOP2 COCH ZNF286A EIF2D CPEB1 YBX1 IVNS1ABP OR10G2 SPTSSA STX4 KNTC1 RGS14 SERTAD1 IFNW1 TNFRSF6B SHC1 MOGAT3 CBR3 STK36 CFTR RNF217 SNRPE UTP14C PLXNB3 POGLUT3 NAP1L3 HLA-DPA1 DDOST POLR3E LOC102724428,TNKS USH1G APLNR SLC25A48 HPS1 DCAF10 SSBP4 GNB4 PXYLP1 KRT8 NLGN4Y PDIA5 PRIMPOL UBC AKR1B15 PLP2 ZNF570 TSHB METRNL KAT6B PRIM2 SIM2 ABHD16A APOBEC4 CSK WNT9A SRRM4 NUP93 JPH3 CPSF7 ZNF146 LPAR5 KLHL3 TUBG1 TNIP2 TBXAS1 SCN7A CSRNP1 CASP12 OR10A5 GBE1 MOBP GNB5 ACAD8 PSMB1 FAXDC2 MAP4K3 PPTC7 MOSPD3 PAFAH2 RAB8A DEFB1 MINAR2 ADAM23 ABCA8 OR5P2 SRPX RTL10 MMP9 LAT RPUSD4 DNASE1 SLC15A5 GSC2 ASAP1 LGI2 PNPLA6 ATPAF1
GO:0042073,LCA5L CCDC38 IFT22 WDR19 CILK1 IFT43 TUB TTC21A LCA5 IFT80 IFT46 IFT122 ARL3 IFT140 CLUAP1 DAW1 IFT70A RPGR IFT70B TRAF3IP1 DYNC2LI1 IFT25 SSX2IP DYNC2H1 IFT20 BBS12 RABL2B DYNLL1 IFT172 IFT81 WDPCP TTC21B IFT88 IFT52 SSNA1 MAK DYNC2I1 WDR35 INTU CEP131 IFT57 FUZ IFT56 KIF3B PCM1 IFT27 DYNLT2B IFT74 DYNC2I2,49,intraciliary transport,TTC21B DYNLT2B DYNC2I2 IFT52 CLUAP1 TRAF3IP1 IFT46 IFT22 IFT56 INTU IFT20 IFT70B MAK IFT27 TTC21A LCA5 IFT70A RPGR IFT80 CILK1 SSNA1 DYNC2LI1 IFT43 IFT25 GSTT1 WASF3 ZNF48 ITGA1 CSNK1G2 ZNF326 MRPS26 ADRA1A CASD1 KRTAP6-2 HMGB3 ZFAND5 FER1L6 APOBEC2 MKNK2 TAL1 TGFBR3L DRD5 TMX3 E2F3 NME1 TMEM135 C1orf115 HAL RPL37A,PIGS TIAM2 MMP25 PAFAH1B2 S100P PSME2 PRKAA2 C1orf43 NAXE CLEC12A ALK PPP3R2 PDE6A C19orf33 SOX5 FAM9A FPR3 IGLL1 NCAPH2 TPRA1 EMSY NDUFA13 STOML1 PIGN CERKL CALR3 RGS17 SLC25A40 CRIPTO MNT TBX6 SLC25A11 RAB5B BMP15 CDH1 NPS SLC38A8 RDH5 SPATA33 TRPC4AP RWDD2B TMEM198 C2orf69 OTUD7A ACYP1 IER3IP1 PXYLP1 LCN2 SSRP1
GO:0002727,HLA-E CD226 HLA-G CLNK RAET1G CD160 KIR2DL4 HLA-F CD96,9,regulation of natural killer cell cytokine production,KIR2DL4 CD96 HLA-G CD226 GGA1 NXT2 ALAS1 PDE6H EGLN3,CYBRD1 ITPK1 SLC38A6 SNX12 HPGD KCND2 ITGA9 HM13 KRBA1
GO:0060528,WDR77 FOXA1 NOTCH1,3,secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development,WDR77 RYK NUDCD3,CYP24A1 TTI1 PRAMEF19
GO:2001198,TMEM176A LILRB2 HMGB1 LGALS9 CEBPB LGALS3 HLA-G LGALS1 AGER FCGR2B LILRB1 TMEM176B ZBTB46 HLA-B,14,regulation of dendritic cell differentiation,FCGR2B HMGB1 LGALS9 HLA-B LILRB2 CEBPB ZBTB46 EDA FRMD8 TAX1BP1 PPP4C PERP ELF5 USP1,OCIAD2 DEFB136 TMOD1 TMEM8B EAPP BBS5 KLHL9 TTC21B OR6C1 CALR3 MCL1 ZNF91 SOX18 HOXB8
GO:1905668,ABHD17C ABHD17A RDX ROCK2 EZR DTX3L EGF MSN ABHD17B MGAT3 NF2 SORL1,12,positive regulation of protein localization to endosome,DTX3L ABHD17A ABHD17C EGF RDX EZR LIN7C SWI5 RIMBP3C MAGEA6 POT1 WT1,PCSK5 RGS14 PPP1R14B CACNG5 SGCD ACER1 STON1 CNMD ADGRE1 KAT2B IRF9 NYAP2
GO:0046514,ASAH1 HEXA HEXB ACER2 GBA1 NEU4 GM2A PRKCD ASAH2B GLA GBA2 NEU1 ASAH2 NEU2 GALC ACER1 NEU3 ACER3 LCT GBA3,20,ceramide catabolic process,ACER2 ACER3 NEU2 GM2A ASAH1 HEXA LCT GBA2 NEU4 HEXB DGUOK RNF34 STAMBP CALML5 KRT1 ATF1 PPP1R2 TRMT5 GAS2L3 KAZALD1,TUBA4A CNTN6 TMEM54 SHISA8 LRRTM1 CAMKV ZNF625 ARSB GJD3 KIF21A ANGPTL8 MEF2A FAM47E-STBD1 ABO MS4A13 TAS2R46 PIK3R3 EFHD1 NSFL1C ECHDC3
GO:2001187,HLA-E CBFB XCL1 NCKAP1L LILRB4 RUNX3 HLA-A RUNX1,8,"positive regulation of CD8-positive, alpha-beta T cell activation",XCL1 LILRB4 RUNX1 RUNX3 DCAF5 MIS12 SFXN4 OR14J1,MTIF3 CORO6 MRPS27 PIP5K1C TSPO2 WDR46 FAM110A CSNK1A1
GO:0001881,PTPN1 EPS15 ANXA2 NSG1 PEX1 CHMP5 PEX2 ARAP1 PHETA1 NSF ALS2 TRAT1 LAMTOR1 AP1AR RAMP3 TBC1D16 LDLR EHD3 USP9X PEX12 PEX5 REP15 ARFGEF2 RAB11B PTPN2 CAMLG ECE1 SCRIB PEX6 LMTK2 SNCA RAB29 CTSD GRIA1 VAMP3 PLEKHJ1 INPP5F ACHE KIF16B PSEN1 PLEKHA3 PCSK9 OPTN SORL1 BVES PEX10 PHETA2,47,receptor recycling,PEX5 ECE1 EHD3 ARAP1 AP1AR GRIA1 NSG1 TRAT1 LAMTOR1 PLEKHJ1 PCSK9 ALS2 PEX2 REP15 INPP5F KIF16B PEX12 PEX1 ACHE CTSD PTPN2 NSF PLEKHA3 ZNF12 OR2H1 LARP1B IL32 METTL22 LAMA2 CEP128 CTU2 SLC2A8 CLEC4M MRPL38 LRCH4 NT5C1B BLOC1S5 INTS8 TOMM5 NOL7 TAMM41 TMPRSS15 SLC38A11 HOXD9 NOP2 FYCO1 RAB2B,ZNF705G TNFSF12 PDLIM1 ILF3 PNRC2 RLN2 CHCHD3 PALB2 ERCC1 SLC10A4 KIR2DL3 ACTL6B LIMK2 ZNF729 RGPD2 SPRR1B MRPS12 TCF7 DDR1 GOLGA4 BAG4 LGI2 POLR3H AGPAT2 TM9SF2 H3C3 PPP1R13L ZNF407 LRRC8E ZNF764 MAP3K12 MUCL3 TKT TPM3 STAT2 SLC3A2 ADAM30 XCL2 PRDM8 HMBS TTYH3 MFAP5 GLTP TRPM5 ARK2N CDCA7 LIPM
GO:0000380,SFPQ KHDRBS2 SLU7 KHDRBS3 HNRNPA1 SRSF2 NOVA1 SRSF1 WTAP STRAP TRA2B FMR1 RBFOX2 SRSF9 REST NCBP1 RBM17 RBFOX3 RNPS1 PQBP1 CDK13 CELF6 THRAP3 RBM7 RBM8A CELF2 HNRNPU CELF3 RBFOX1 HNRNPM RBM25 SRSF12 KDM1A NCBP2 RBM47 DDX5 RBM15 HNRNPUL2 HNRNPUL1 TNFAIP8L2-SCNM1 SRRM4 SAP18 MYOD1 TIA1 HNRNPL RBM5 MAGOH DDX17 CELF4 SFSWAP YTHDC1 RBM4 NOVA2 RSRC1 ESRP2 ZBTB7A PTBP1 RBMX NSRP1 SMU1 RBM24 SCNM1 DHX9 RBM11 CELF5 SRSF6 PUF60 RBM20 KHDRBS1 RBM15B RBMY1A1 ARB2A CELF1,73,"alternative mRNA splicing, via spliceosome",HNRNPA1 SLU7 RBM7 RSRC1 HNRNPM SRSF9 HNRNPU SFSWAP TNFAIP8L2-SCNM1 KHDRBS2 SRRM4 SRSF2 REST RBM11 NCBP2 ARB2A RBFOX3 MAGOH MYOD1 NOVA1 RBM4 DDX5 WTAP HNRNPUL2 RBM17 SAP18 KHDRBS3 RBMX RBM20 STRAP KDM1A RBM15B RBM15 CELF4 SRSF1 RBM25 ERMAP CPNE8 TNFRSF10D TRPA1 ZNF442 BTNL8 COPB2 RAD51B GPC5 B4GALT2 CDC45 MIEF2 ZNF154 SUCO PRICKLE3 CDC42BPA MYO1B RNPEP LEPROT ACYP2 CDKL5 CLDN19 CLEC4D GID8 CTPS1 ZIC4 WNT9A NDUFAF5 COBL JRK ND2 TOGARAM1 VXN DMC1 SLC38A6 NKAIN1 KRT31,CEP295 LIPH IGDCC4 ARMC7 CASTOR1 NEURL1 EDARADD C2CD4B TRAF7 F9 LIPI SOCS1 TDO2 P3R3URF ZNF837 SAMSN1 ANKS6 PRSS22 WRAP73 TPM3 GOLGA8M PGA4 SND1 TEC NEGR1 PSG5 GPR182 MICU3 DPH3 JAK1 F2RL1 KIF23 MYO5A ENTREP1 EIF2B1 SSNA1 FPR3 ZBTB14 TAF3 MLF2 NOG CYP7A1 TOGARAM2 NXPH4 JADE1 SERPINA9 RGS5 GNPNAT1 SLC9A3 FEZ2 ITIH1 SCG5 SYNGR1 TNFRSF10B LFNG CEBPZ YJEFN3 COMMD7 ZNF560 ERLIN1 CALB2 NCBP3 RPL10A SCHIP1 RNF213 AHCYL2 IGF2BP2 BRINP1 ACOD1 LIN37 GPRASP2 IMPDH2 H2AC12
GO:0001682,RPP25L POP4 RPP40 PRORP POP5 POP1 RPP25 RPP38 SSB RPP30 RPP14 RPP21 POP7,13,tRNA 5'-leader removal,POP4 RPP40 POP7 SSB POP5 PRORP DOCK1 HDAC9 PCSK1N SERPINB9 EIF4EBP1 PDCL3 MYL9,PRPF40A NEK4 PDLIM1 NDUFA10 OXCT1 MECR ACADVL FCGR3B SERPINA3 STX12 ATP11A MCMDC2 CYP3A4
GO:0097120,IQSEC2 KIF17 GPHN CEP112 NSG1 RAPSN GRIP2 GRIP1 SHISA6 CACNG8 C1QL3 TYROBP GRIPAP1 GHSR ERBB4 DAG1 RAP1A CACNG3 LHFPL4 VPS35 DLG4 DLG2 DLG1 RELN TAMALIN STX3 PRKCZ KIF5B STX1B NETO1 DLG3 KIF5C NLGN1 SCRIB STX7 NETO2 CACNG5 CACNG4 OGT SNAP25 CACNG2 ZDHHC3 GPC6 DBN1 RAB11A LGI1 NPTX1 CACNG7 ADAM10 CLSTN1 RAB8A CPLX1 HRAS KIF3B KIF5A ERBB2 C1QL2 ARHGAP44 GPC4 ITGB3 NPTN,61,receptor localization to synapse,CACNG2 ZDHHC3 OGT GRIP2 DAG1 TYROBP NLGN1 NSG1 GRIP1 RAP1A KIF5A DLG2 NETO2 NPTX1 ADAM10 HRAS CEP112 LGI1 LHFPL4 SNAP25 KIF17 RAB8A STX3 NPTN CPLX1 SCRIB VPS35 GPC4 ITGB3 PRKCZ MPST IL17A KBTBD7 DMRTA2 DENND10 EGR2 ZNF280B RTP1 DPP6 OR8D4 KCNRG SLC22A7 AADAC PAFAH1B3 PKN2 EPB41L2 GOLGA8N KRT4 MGAT1 IP6K3 CEP162 WNT7A CX3CL1 PLEKHM3 CEACAM19 CDA EFNA1 CNTFR ARMC5 DTX1 GFI1,LSS ST8SIA4 CALB1 ZFYVE28 ZNF131 DUSP1 ARL1 TRIM41 RPS9 F2RL3 FAM89B LSM5 TNNI3 VPS37A HLA-DRB3 PYROXD1 CSPG5 NDUFS7 TDP1 GSR GTF2H1 SLC35A3 NPR1 MOB1B H2AB3 TAL2 CSDC2 KANSL3 MOSMO FXYD2 CETN1 ZNF431 RPL34 PRSS16 FGF2 TPP1 OR2A4 FREM1 ANXA13 OR6C70 SCARF1 ST6GALNAC4 DMGDH AUNIP KRT16 AAK1 PFAS TMLHE SLC5A5 PRG3 ARHGAP8 VIL1 GUCY2C HNRNPC BBOF1 SLC25A31 ZNF107 EIF2B4 OR12D3 POU6F1 PCGF2
GO:0071611,ISL1 CD34 HAVCR2 TSLP LILRA2,5,granulocyte colony-stimulating factor production,HAVCR2 TSLP SLC25A2 FOXD2 OGDHL,RRAGA WDR48 MRPS9 FGL2 MRPL15
GO:1903679,NCK1 YTHDF2 METTL3,3,positive regulation of cap-independent translational initiation,METTL3 CYTB HM13,RBMS3 CCDC69 NPIPA2
GO:1901079,CHGA ABCC8 HRC,3,positive regulation of relaxation of muscle,ABCC8 GAB3 ECT2,KRT5 DAZ2 TRABD2B
GO:0030208,DSE CHST12 UST CHST14 DSEL,5,dermatan sulfate biosynthetic process,DSE CHST14 ONECUT2 SUN1 PRKG2,OR6Q1 GPAT4 TTC29 TNFRSF11B CSNK1G2
GO:0001834,ZPR1 IGF1 COPS2 ACVR1C,4,trophectodermal cell proliferation,ZPR1 COPS2 CD79B PRPF40B,DIAPH3 OR5D13 SAA1 NSUN7
GO:0045723,NR1H2 KAT2B APOA5 LPGAT1 APOA4 MID1IP1 CD74 SLC45A3 ELOVL5 SIRT2 NR1H3 AVP ABCD1 RGN ABCD2 PTGS2 APOC2 IL1B PLA2G3 MLXIPL AVPR1A,21,positive regulation of fatty acid biosynthetic process,ELOVL5 SIRT2 LPGAT1 AVPR1A APOA5 MLXIPL PLA2G3 AVP MID1IP1 APOA4 MRAS SARDH FREY1 MPHOSPH6 OTULINL NET1 UBLCP1 TTLL1 BOLA1 DHX30 RPL9,ARSL AGGF1 MTMR2 STRBP PARP15 ANKRD54 ZNF677 OR52N2 ZNF470 STEAP2 TARS1 ZNF703 KALRN ASF1B RASA1 CLEC12A CHST7 TRMT2A EFNA2 LIME1 TRIR
GO:0090183,PAX8 WNT4 BASP1 GDNF SOX9 TACSTD2 GREM1 HNF1B LGR4 MAGED1 STAT1 WT1 SIX2 EZH2 NOG VEGFA OSR1 AGTR2 SIX1 FOXD1 HOXB7 SIX4 ADIPOQ AGT WNT2B PPP3CA PAX2 LHX1 GATA3 MYC BMP4 SOX8 SMO RET,34,regulation of kidney development,NOG VEGFA WNT2B LGR4 GREM1 SIX2 WNT4 PAX2 FOXD1 GATA3 SOX8 WT1 ADIPOQ MAGED1 AGTR2 BASP1 PPP3CA OPN1LW SLC25A42 OR2F1 FKBP7 SNX18 KMT2D BMX ARHGAP24 TM4SF1 TBC1D19 CRYBB1 CACNG4 CASS4 PPIL2 PIM2 RD3 DCLK3,S100A16 CNKSR1 SH3GLB2 VAMP4 SNAPC2 CFAP70 XPO7 N4BP3 MYH2 RTN1 RMI2 PRPF4B LIN28B ZFP30 BOLA1 MXD3 SPRR3 UBE2M SH3BP2 MICOS10 LY6K KRTAP1-3 BRK1 TMEM165 TAF7 CAMKK2 S100A6 ALDH1L1 GUCY2F PIGM ARHGAP30 SFMBT2 PEBP1 DCTPP1
GO:0034342,IFNLR1 IFNG IFNGR1 SHFL IFNL4 IFNL1 IFNL2 TYK2 IFNL3 IL10RB JAK1 IFNGR2,12,response to type III interferon,IFNGR1 JAK1 IFNL2 TYK2 IL10RB IFNL3 KCNQ1 VIRMA GPR15LG S100A11 SPO11 ADGRG3,BRPF3 SDF4 CALM1 ORC5 TGM3 ZBTB45 JPH1 BOLA2 OPRPN CRYBA2 DPM2 CADPS
GO:0000429,KAT2B MLXIPL USF1 FOXA2 OGT NCOA1 USF2,7,carbon catabolite regulation of transcription from RNA polymerase II promoter,MLXIPL NCOA1 KAT2B TMED2 SPATA20 CAPRIN1 NUDT17,LSM14A SLC50A1 GPR52 SGK2 PRR5L KRT6B COX18
GO:0000028,RRP7A RPS14 ABT1 RPS15 PRKDC RPS27L RPSA RPS19 RPS27 ERAL1 RPS5 XRCC5 PWP2 MRPS7 RPS28,15,ribosomal small subunit assembly,RPS15 ABT1 RPS27L XRCC5 ERAL1 RRP7A PRKDC PPTC7 IFNA17 PTP4A2 AXDND1 PM20D2 ARMC9 PLEKHB1 SLC22A9,RYR1 RPL12 ACSM2B SNRPN DCSTAMP TFB1M CDSN H2AZ2 OR2F2 FOXA2 CLK2 NRBP1 CINP ND1 GCK
GO:2000705,REST CHGA PRKCA,3,regulation of dense core granule biogenesis,REST ADGRL2 AQP10,APOBEC3A_B GABARAPL2 PLA2G10
GO:1902498,SASH1 TAF1 RBX1 MARCHF7 MTA1 LRRK2,6,regulation of protein autoubiquitination,RBX1 SASH1 MTA1 RPS6KB1 PIF1 ZNF180,VPS4B NXPH4 OBP2B TNFRSF12A EIF4H OR3A2
GO:0035774,GCG BAIAP3 NR1H4 MPC2 GPR68 NADK CRH BAD GPR27 STX4 VSNL1 SRI ADCY8 PLA2G6 CFTR C1QTNF12 HLA-DRB1 PDX1 DYNLL1 RFX6 C2CD2L SLC2A2 GHRL HIF1A ABCC8 TRPM4 ANO1 SYBU GPLD1 OSBP PPP3CB,31,positive regulation of insulin secretion involved in cellular response to glucose stimulus,STX4 NADK ADCY8 BAIAP3 PPP3CB SYBU GPR27 ABCC8 CRH NR1H4 GCG GHRL PDX1 ANO1 PLA2G6 CLCA4 DRD3 FAR2 ACSM3 SELENBP1 ALKBH4 COL4A1 FGD6 MYO1C CCNL1 GSDMC MYOC CFAP20 SGCD DPP4 ACADS,ATP13A2 LCE1A RIPK1 MAVS TFIP11 TGM3 PANX1 STOM WBP4 SETD2 SLC22A3 BAP1 MRPL30 POU3F1 SV2C CCDC25 PLEKHG4 SNRK DZIP3 ZGPAT CYB561D1 CCL28 NR5A2 CABYR TSPY2 ARTN PIK3R6 ZNF91 KCNG4 SSX2B CCDC24
GO:2001268,PIH1D1 CAAP1 PLAUR PARK7 MMP9,5,negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,CAAP1 PARK7 RBM15B PTK7 UBTF,MATN3 OR2AT4 BAZ1B PLSCR5 MVB12B
GO:0048013,NCK1 LYN MMP2 ARHGEF7 RASA1 EPHA6 EFNB2 ANKS1A FYN EPHA4 ARHGEF28 YES1 NTRK1 EPHB2 EFNB3 SS18 EFNA1 EPHA7 GIT1 EPHA2 PTK2 RBPJ EPHA1 EPHA8 EFNA4 EFNA2 EPHB6 PAK3 EPHA5 EPHB1 EPHA10 EFNA3 TIAM1 CRK SIPA1L1 KALRN EPHA3 EFNA5 EPHB3 CHN1 NGEF PTPN11 ANKS1B EPHB4 NCK2 CDK5R1 SRC MMP9 EFNB1 PAK1,50,ephrin receptor signaling pathway,EPHA7 ARHGEF7 NCK2 CHN1 EPHA3 EPHB1 TIAM1 EPHB2 PAK1 EFNA2 EFNA3 EPHA1 MMP2 ARHGEF28 EFNB2 EFNA1 EPHB3 GIT1 EPHA2 EFNB3 CDK5R1 MMP9 NTRK1 PAK3 LYN CSKMT RIPPLY1 SLC2A12 TMEM35A POLD3 NALF2 TNFRSF17 PAOX ARHGEF40 PROP1 ZNF280A B4GALT4 ATL1 SPTLC2 STING1 PTPRN DHRS11 KCNA7 LOXL3 UMOD TSHZ1 HAGH VWA1 DCP2 RPL34,EIF3K TYW3 LARP1B SLC13A2 HK3 MPPED1 RPN1 MPPE1 ZAR1 MAP3K10 ABCC1 SYDE1 LMNA CPT1C ARHGEF9 DUSP10 BATF3 ZNF576 AXIN1 CT55 FAM107A ZNF135 AAR2 ZNF397 SLC16A2 RPS28 KLRK1 ACOT4 ZC3H10 PANX3 H1-6 HCCS DCAF8 SETDB1 MAGEB5 CD99L2 UBE2A BRAP TNPO1 SLC35E3 FBXO27 PSG2 GABRE DPM3 POU2AF3 CPSF6 VPS26A GFI1B S1PR4 RING1
GO:0070562,MED1 SNAI2 RXRB VDR MN1 CYP27B1 SNW1 TRIM24 RXRA KANK2,10,regulation of vitamin D receptor signaling pathway,TRIM24 RXRA RXRB MN1 MED1 TCERG1L RABEP1 SERINC4 KCNV1 MBL2,INO80D SUCLG2 N4BP3 TNFSF18 SLC25A16 ZCWPW1 RHOBTB1 RNF113B CLDN20 TMEM106B
GO:1903774,VPS37B TSG101 VPS4A,3,positive regulation of viral budding via host ESCRT complex,TSG101 TNFSF15 H2BC11,FBXO22 CACNA1C ERC2
GO:0036118,BMP7 HAS3 HYAL1,3,hyaluranon cable assembly,HAS3 GDF10 ZNF516,DSTN ENPP4 INSYN1
GO:0070778,SLC25A12 SLC1A1 SLC1A2 SLC25A22 UCP2 SLC1A6 SLC25A18 SLC25A13 SLC1A3 SLC1A4 SLC1A5,11,L-aspartate transmembrane transport,SLC25A18 SLC25A13 SLC1A5 SLC1A3 UCP2 SPANXB1 EGLN3 MADCAM1 OR2V1 SGSM2 HPN,ANKRD40 AGXT2 SLC24A5 NSD3 PSTPIP1 CYP4Z1 KCNK2 CCDC124 KLK10 TAC4 GGT1
GO:0002931,CX3CL1 NPR3 UCHL1 AQP3 TREM2 PER2 SOS1 P2RX2 ROCK2 RNLS CAMK2A MAP3K5 TP53 CASP9 TIGAR EGR1 ARID1B RELA REST MAP2K3 NQO1 KCNJ11 CAV1 AIFM1 PANX2 CX3CR1 CPEB4 PANX1 FAIM2 RCAN1 MEF2C MLYCD MAP2K6 NPPC P2RX7 SQSTM1 GPR151 GJB2 SLC8A2 KCNJ8 MYB CASR CAV3 P2RX4 ABRAXAS2 BCL2 EEF2K ITGAM PIK3CB HK2 PTK2B NFE2L2 NDNF HYOU1 BCL2L2 CIB1 PINK1 STUB1 CSF1R CSF1 PPIF SLC26A5 BVES GPR31,64,response to ischemia,BCL2 ARID1B SLC26A5 SQSTM1 PTK2B EGR1 STUB1 P2RX7 FAIM2 HYOU1 SOS1 KCNJ11 PANX2 CASR MAP2K6 CX3CR1 PER2 KCNJ8 EEF2K SLC8A2 BCL2L2 GPR151 UCHL1 MYB NFE2L2 TREM2 MAP2K3 MEF2C CSF1R NPR3 CSF1 CIB1 MARK3 SLC10A5 ZNF888 ZPR1 SLC2A10 FOXB2 XK CALB2 CARS2 CLTA JMJD6 FDXACB1 SRI SLC45A1 PPIB CNP DIS3L2 RNF212 PRKAR2B PPP3R1 WDR36 MIF4GD CALCRL RSC1A1 ARF4 NLE1 SLC25A6 QPRT LGALS7B NDC80 OR10G7 CLXN,SENP6 ZNF578 ATP5PO PRDM11 DMGDH KEL TMEM95 NRL SNX18 STX18 GTPBP10 VPS13A SLC27A2 ZNF317 TMPRSS6 ADGRD1 INMT MZT1 SRPX2 GPR52 LYRM7 RAB33B MKNK2 ZSCAN4 SPEG GPAT3 DUSP2 PCDHA10 CENPV FSTL3 P2RY14 MYEF2 GLS AMDHD2 TRIM74 GLRB WDR26 RHEBL1 NOP2 TUBG2 OTOA ASB16 KCNQ4 GPR146 ATP6V1G1 RFX5 LRFN4 VGLL3 LRBA SRA1 UGT1A7 TAS2R20 LIMS2 FLRT2 ANKS6 MYBPC1 WDR54 TCF3 PIAS2 NDUFS3 TGM4 PNLIPRP3 KSR2 FSCN1
GO:0060586,PICALM HYAL2 HMOX1 FBXL5 EPB42 B2M HAMP HJV CYBRD1 TMPRSS6 IREB2 SOD2 FECH NEO1 NAGLU BTBD9 EIF2AK1 BMP6 RHAG TFR2 SLC11A2 SLC11A1 HFE SLC40A1 EPAS1,25,multicellular organismal-level iron ion homeostasis,HMOX1 HAMP SLC11A2 HYAL2 EPB42 HFE IREB2 SOD2 BMP6 PICALM NAGLU FBXL5 SSUH2 YARS1 RSPH6A RAB6C EIF4H RPL4 VPS37B ITGA2 STAT2 NOA1 ADCYAP1 MVB12A CACNG5,SORBS1 CCDC88C COG4 DAZ2 AKAP4 ADO ADAMTSL5 OR8I2 ZSCAN30 ENO1 PJA1 CDON POLG UCK1 MYCBP2 FOXP2 NDUFB3 KMT2C ORMDL1 WTIP CNTNAP1 KIRREL1 LILRA4 NPVF NUDT3
GO:0010165,XRCC6 SFRP1 IKBIP TP53 CDKN1A XRCC5 ATM ERCC1 XRCC4 XRCC2 TP53BP1 NIPBL PRAP1 BRCA2 ERCC6 LIG4 XRRA1 CASP3 SFRP2 ERCC8 NUCKS1 KARS1 MSH2 THBD BLM GATA3 CCND2 BRCC3,28,response to X-ray,CASP3 ERCC8 ATM CDKN1A BLM NUCKS1 THBD SFRP2 XRCC2 CCND2 XRCC6 LIG4 NIPBL BRCA2 FLRT3 POLL RAB19 TMEM150C CPT2 METTL21A KCNE1 CRB1 GSTA3 PAK1IP1 LSM2 CD7 SLCO2B1 CITED2,CRYBA4 CD24 PRKCD ARMC6 EFHC2 GALC ZNF341 NCSTN GLIS3 STX16 COPS4 BARX2 TOR1B ECHDC3 RPH3AL ZNF18 ULK1 TPSD1 CDK15 PSMD13 CYTH4 PTTG1 ADCYAP1R1 SCRIB TSGA10IP AMZ1 ZNF581 PLEKHG4
GO:0071459,TTK H4C2 H2BC11 CENPA SPDL1 H4C15 H4C6 CHAMP1 H4C13 H2AC4 IK H4C16 H4C5 H4C12 HASPIN RB1 SMC5 MTBP TRAPPC12 H4C8 CDK1 CENPQ H2AC8 CTCF H4C3 ZWILCH KNTC1 RCC2 AURKB H4C9 KNL1 BOD1 ZW10 BUB3 JARID2 BUB1B,36,"protein localization to chromosome, centromeric region",H4C2 SPDL1 H4C3 H4C13 IK BUB1B H2AC4 AURKB CDK1 H2BC11 CTCF CHAMP1 H2AC8 ZWILCH RCC2 H4C5 JARID2 KNTC1 LRP11 FGL1 C19orf33 TLK2 DNAJC9 PLG LRRC69 PKMYT1 DCAF12 PAM SSH3 FSTL1 DNAJC27 NAGLU TSPAN3 LEAP2 FIP1L1 MT1E,TCF20 GIT2 HSBP1 ODAD3 COL26A1 RNF149 EI24 IRF6 WDR90 GPATCH3 NCBP3 REEP3 MTM1 CCN1 PPP2R5D MRPL32 NOXA1 RAB3IL1 LGSN ZNF33A CSTF3 HCFC2 DEFB132 LIAS DYRK1A AGO1 NRG2 MTRES1 MED10 PPIC ZDHHC6 PYM1 NALF2 NAA35 SPRY1 AMELX
GO:0006582,ATP7A ASIP DDT APPL1 MC1R OCA2 CDH3 WNT5A CTNS CITED1 TYRP1 DCT TRPC1 SLC7A11 RAPGEF2 ZEB2 SLC24A5 OPN3 MFSD12 GIPC1 BCL2 RAB38 TYR SLC45A2 PMEL,25,melanin metabolic process,CTNS APPL1 ASIP MC1R ZEB2 DCT OPN3 BCL2 ATP7A SLC45A2 TRPC1 MFSD12 TMSB15B DEFB115 DUSP6 ARHGAP36 TOMM40L LILRB1 KDM4A RHOT1 CPNE7 ZNF766 MTRES1 SLC38A3 TMEM63B,CNPY3 CMTM3 ABHD10 MESD IL1RL1 CDC42SE2 ENY2 XCL1 ASXL2 CYLC2 GLRA3 INTS4 TRIM33 UBP1 RCAN3 PPP4C CACNB1 BRSK2 VDAC2 IFNA8 GAGE12G PALM LMO3 GSKIP SFXN2
